ticker,score,rank
IGIC,0.0016177038,949.0
MIRM,0.0016050296,951.5
TV,0.0016050296,951.5
BBD,0.0016050296,951.5
ITUB,0.0016050296,951.5
GEVO,0.0015991501,954.5
MTSI,0.0015991501,954.5
KRYS,0.0015536022,956.0
CTBI,0.0014687041,957.0
MCHB,0.0014524084,960.5
LILA,0.0014524084,960.5
ALNY,0.0014524084,960.5
AZZ,0.0014524084,960.5
HBNC,0.0014524084,960.5
ITRN,0.0014524084,960.5
PTF,0.0014421539,964.0
WS,0.0014167369,966.5
DGII,0.0014167369,966.5
BLD,0.0014167369,966.5
RYI,0.0014167369,966.5
BOLT,0.0013936174,969.0
ANNX,0.0013827808,970.0
CON,0.001296708,971.0
FRME,0.0012810773,972.0
PDFS,0.0012484385,973.5
POWW,0.0012484385,973.5
MTUS,0.0012127121,975.5
HGTY,0.0012127121,975.5
AMAL,0.0010662089,978.0
DAR,0.0010662089,978.0
OII,0.0010662089,978.0
MATX,0.0010611346,980.5
EE,0.0010611346,980.5
HNDL,0.0010176217,986.0
CNA,0.0010176217,986.0
PECO,0.0010176217,986.0
BRX,0.0010176217,986.0
NJR,0.0010176217,986.0
BBN,0.0010176217,986.0
TPYP,0.0010176217,986.0
VSDA,0.0010176217,986.0
SOJD,0.0010176217,986.0
BCAL,0.0010027121,991.0
ORLA,0.0009681858,992.0
SON,0.000845847,994.5
GMRE,0.000845847,994.5
CVBF,0.000845847,994.5
FCN,0.000845847,994.5
DBD,0.0008099515,997.0
MPX,0.0007998795,999.5
PRDO,0.0007998795,999.5
RUSHB,0.0007998795,999.5
MITK,0.0007998795,999.5
BHRB,0.00077428186,1002.0
PRTA,0.0007562725,1003.0
CRON,0.0007546909,1004.0
FLGT,0.0006560246,1005.0
PTCT,0.0006339602,1012.0
EZPW,0.0006339602,1012.0
JOYY,0.0006339602,1012.0
PLPC,0.0006339602,1012.0
REVG,0.0006339602,1012.0
BTSG,0.0006339602,1012.0
HCSG,0.0006339602,1012.0
ELAN,0.0006339602,1012.0
LAUR,0.0006339602,1012.0
LGND,0.0006339602,1012.0
NPKI,0.0006339602,1012.0
DY,0.0006339602,1012.0
APEI,0.0006339602,1012.0
LFCR,0.00063118915,1021.0
MCB,0.00063118915,1021.0
CIG,0.00063118915,1021.0
DCOM,0.00063118915,1021.0
VAL,0.00063118915,1021.0
LOB,0.0005324933,1024.0
ITT,0.0005161976,1026.0
HFWA,0.0005161976,1026.0
CPF,0.0005161976,1026.0
CCK,0.0004316839,1028.0
IDA,0.00038633053,1036.0
IMCV,0.00038633053,1036.0
FTXO,0.00038633053,1036.0
HMN,0.00038633053,1036.0
AVA,0.00038633053,1036.0
BST,0.00038633053,1036.0
CLM,0.00038633053,1036.0
SUSL,0.00038633053,1036.0
FTS,0.00038633053,1036.0
ESNT,0.00038633053,1036.0
GPIX,0.00038633053,1036.0
QYLG,0.00038633053,1036.0
CNO,0.00038633053,1036.0
IUSG,0.00038633053,1036.0
DAC,0.00038633053,1036.0
NWE,0.00035065887,1044.0
ORRF,0.00032118376,1045.0
HLF,0.0002825669,1046.0
GOCO,0.0002629796,1047.0
MLAB,0.00023389222,1048.0
NUS,0.00022529211,1049.0
CMPR,0.0002216865,1050.0
HTLD,0.00018810212,1051.0
DCO,0.00014557948,1052.0
MSBI,9.514016e-05,1053.5
KNX,9.514016e-05,1053.5
JAMF,9.006585e-05,1055.5
CLB,9.006585e-05,1055.5
ROG,8.540403e-06,1057.0
SLP,-0.00021479653,1058.0
GABC,-0.00022084505,1064.0
GLRE,-0.00022084505,1064.0
NWBI,-0.00022084505,1064.0
RNST,-0.00022084505,1064.0
FNF,-0.00022084505,1064.0
EFSC,-0.00022084505,1064.0
PFIS,-0.00022084505,1064.0
CRD.A,-0.00022084505,1064.0
WSFS,-0.00022084505,1064.0
FMNB,-0.00022084505,1064.0
WABC,-0.00022084505,1064.0
PLXS,-0.0002224552,1071.5
IDYA,-0.0002224552,1071.5
BC,-0.0002224552,1071.5
PRLB,-0.0002224552,1071.5
IJT,-0.00026619836,1079.0
LEO,-0.00026619836,1079.0
FVC,-0.00026619836,1079.0
CAPL,-0.00026619836,1079.0
PBA,-0.00026619836,1079.0
FV,-0.00026619836,1079.0
DGRS,-0.00026619836,1079.0
BIP,-0.00026619836,1079.0
HR,-0.00026619836,1079.0
CMSC,-0.00026619836,1079.0
COMT,-0.00026619836,1079.0
AWI,-0.00027679984,1085.0
CTMX,-0.0002776914,1086.0
VEL,-0.00032358454,1087.0
CAE,-0.00033232308,1088.0
KN,-0.00033988024,1099.5
OSK,-0.00033988024,1099.5
ECVT,-0.00033988024,1099.5
THFF,-0.00033988024,1099.5
DRH,-0.00033988024,1099.5
NPO,-0.00033988024,1099.5
FSTR,-0.00033988024,1099.5
NBN,-0.00033988024,1099.5
ACAD,-0.00033988024,1099.5
PRVA,-0.00033988024,1099.5
CRAI,-0.00033988024,1099.5
AUB,-0.00033988024,1099.5
LEA,-0.00033988024,1099.5
OPCH,-0.00033988024,1099.5
ASLE,-0.00033988024,1099.5
GDOT,-0.00033988024,1099.5
CNX,-0.00033988024,1099.5
WINA,-0.00033988024,1099.5
HIPO,-0.00033988024,1099.5
PDLB,-0.00033988024,1099.5
HALO,-0.00033988024,1099.5
ASTE,-0.00033988024,1099.5
RCI,-0.0003641913,1111.0
CDRE,-0.00042952463,1113.5
ACA,-0.00042952463,1113.5
KWR,-0.00042952463,1113.5
LFUS,-0.00042952463,1113.5
EQBK,-0.00043582002,1116.0
KGS,-0.00048002065,1117.0
FNX,-0.0005498803,1118.0
MERC,-0.0005501124,1119.0
AN,-0.0005788797,1120.5
SPFI,-0.0005788797,1120.5
GHM,-0.00070573896,1123.0
TATT,-0.00070573896,1123.0
PRIM,-0.00070573896,1123.0
SB,-0.0008159896,1125.0
HSBC,-0.00082726724,1126.0
CUBI,-0.0008322853,1127.0
NWPX,-0.0008554054,1128.0
PB,-0.00087724696,1129.0
REI,-0.001009466,1130.0
IRON,-0.0010110476,1131.0
RBA,-0.0010181549,1132.0
CARE,-0.0011772764,1133.0
AMLX,-0.0012285981,1134.0
EXPO,-0.0012869604,1135.0
MFC,-0.0014059581,1143.0
NHI,-0.0014059581,1143.0
GATX,-0.0014059581,1143.0
NWN,-0.0014059581,1143.0
GAM,-0.0014059581,1143.0
KBWB,-0.0014059581,1143.0
PRFZ,-0.0014059581,1143.0
MDU,-0.0014059581,1143.0
DKL,-0.0014059581,1143.0
QQQJ,-0.0014059581,1143.0
BNL,-0.0014059581,1143.0
WTM,-0.0014059581,1143.0
QVAL,-0.0014059581,1143.0
BGR,-0.0014059581,1143.0
AOD,-0.0014059581,1143.0
FET,-0.0014092323,1151.0
MEOH,-0.0014510895,1152.0
GVA,-0.0014956023,1153.0
COHU,-0.0015440522,1154.0
AL,-0.0016480109,1155.0
NTB,-0.0017084086,1156.0
PDM,-0.0018294277,1157.0
BTE,-0.0018555707,1158.5
NAMS,-0.0018555707,1158.5
SFST,-0.0019658215,1160.0
CRH,-0.001982117,1173.0
FFIC,-0.001982117,1173.0
GAP,-0.001982117,1173.0
GLDD,-0.001982117,1173.0
FSBC,-0.001982117,1173.0
RDNT,-0.001982117,1173.0
JOE,-0.001982117,1173.0
HVT,-0.001982117,1173.0
PLUS,-0.001982117,1173.0
PNTG,-0.001982117,1173.0
PATK,-0.001982117,1173.0
MYRG,-0.001982117,1173.0
GNK,-0.001982117,1173.0
GIL,-0.001982117,1173.0
PSMT,-0.001982117,1173.0
HG,-0.001982117,1173.0
ESI,-0.001982117,1173.0
AROW,-0.001982117,1173.0
CRUS,-0.001982117,1173.0
CTRI,-0.001982117,1173.0
NMRK,-0.001982117,1173.0
CSGS,-0.001982117,1173.0
NTCT,-0.001982117,1173.0
NSSC,-0.001982117,1173.0
CPA,-0.001982117,1173.0
ASND,-0.0019878403,1186.0
SMP,-0.002026927,1187.0
OUT,-0.0020687166,1188.0
LBTYK,-0.0021222574,1189.0
NFBK,-0.002130985,1190.0
SLVM,-0.0022023441,1191.0
AAMI,-0.002240475,1192.0
CASH,-0.0022592917,1193.0
AMX,-0.0022904677,1194.0
BIPC,-0.002301975,1196.0
QTEC,-0.002301975,1196.0
SRCE,-0.002301975,1196.0
AEG,-0.0023460393,1199.0
ESQ,-0.0023460393,1199.0
JHG,-0.0023460393,1199.0
ASR,-0.00246923,1201.0
PBT,-0.0024714773,1203.0
EFXT,-0.0024714773,1203.0
MSGE,-0.0024714773,1203.0
BWMX,-0.002633944,1205.0
LCII,-0.0026502395,1208.5
CAAP,-0.0026502395,1208.5
MNKD,-0.0026502395,1208.5
TECK,-0.0026502395,1208.5
TBBB,-0.0026502395,1208.5
INVX,-0.0026502395,1208.5
AMRC,-0.0027016667,1212.0
ATRO,-0.0027060125,1213.0
PBR.A,-0.002732239,1214.0
BCIC,-0.002743029,1216.0
LSTR,-0.002743029,1216.0
CHCT,-0.002743029,1216.0
FELE,-0.002954504,1219.0
SAFT,-0.002954504,1219.0
OTTR,-0.002954504,1219.0
CADE,-0.002990086,1221.0
BFST,-0.0029985684,1222.0
AXTA,-0.0030267108,1223.0
FIHL,-0.0030481948,1225.5
PTH,-0.0030481948,1225.5
BRSP,-0.0030481948,1225.5
WSBF,-0.0030481948,1225.5
NBTB,-0.0030933272,1229.0
NECB,-0.0030933272,1229.0
UTMD,-0.0030933272,1229.0
CAC,-0.0032707446,1231.5
FERG,-0.0032707446,1231.5
LBTYA,-0.0034060779,1233.0
E,-0.0034402995,1235.5
CTRE,-0.0034402995,1235.5
BMO,-0.0034402995,1235.5
NGG,-0.0034402995,1235.5
ACT,-0.0034597144,1238.0
HBT,-0.0035229288,1239.0
SEE,-0.003621309,1255.5
RCKY,-0.003621309,1255.5
INFU,-0.003621309,1255.5
PDS,-0.003621309,1255.5
CMC,-0.003621309,1255.5
KLIC,-0.003621309,1255.5
KMT,-0.003621309,1255.5
OIS,-0.003621309,1255.5
OMCL,-0.003621309,1255.5
VBNK,-0.003621309,1255.5
DOO,-0.003621309,1255.5
DLX,-0.003621309,1255.5
ANDE,-0.003621309,1255.5
MOV,-0.003621309,1255.5
NOV,-0.003621309,1255.5
COLL,-0.003621309,1255.5
VVX,-0.003621309,1255.5
HTBK,-0.003621309,1255.5
ECPG,-0.003621309,1255.5
GOLD,-0.003621309,1255.5
HLIO,-0.003621309,1255.5
EHAB,-0.003621309,1255.5
NAT,-0.003621309,1255.5
AMRX,-0.003621309,1255.5
SD,-0.003621309,1255.5
RGEN,-0.003621309,1255.5
NHC,-0.003621309,1255.5
LIVN,-0.003621309,1255.5
FCFS,-0.003621309,1255.5
XPEL,-0.003621309,1255.5
NVT,-0.003621309,1255.5
NGVT,-0.003621309,1255.5
FER,-0.003932705,1272.0
FHI,-0.003941463,1273.0
MPB,-0.0039474587,1274.0
CZNC,-0.0040942635,1275.0
FNB,-0.00410091,1277.0
GEF,-0.00410091,1277.0
HWC,-0.00410091,1277.0
PCYO,-0.0041383277,1279.5
IMO,-0.0041383277,1279.5
PETZ,-0.004284184,1281.0
FFBC,-0.0043771467,1282.0
FHN,-0.0045180554,1283.5
TRMK,-0.0045180554,1283.5
CBU,-0.0046608285,1285.0
KZR,-0.004687388,1286.0
AMWD,-0.004725645,1287.0
UVSP,-0.004751404,1288.5
HOPE,-0.004751404,1288.5
CATY,-0.0049018105,1290.0
KRNY,-0.0049129827,1292.5
FIBK,-0.0049129827,1292.5
EBC,-0.0049129827,1292.5
BKU,-0.0049129827,1292.5
IPSC,-0.004967308,1295.0
AX,-0.0050141816,1296.0
HUBG,-0.0050650313,1297.0
CM,-0.0050825365,1299.0
IX,-0.0050825365,1299.0
RY,-0.0050825365,1299.0
SNX,-0.005170584,1302.0
CASS,-0.005170584,1302.0
ASB,-0.005170584,1302.0
OM,-0.0052202,1304.0
FMX,-0.0052586487,1305.0
AXS,-0.005278146,1306.0
BEP,-0.005338966,1307.0
EBS,-0.00535578,1308.0
FULT,-0.0054592765,1309.5
CLBK,-0.0054592765,1309.5
FPH,-0.0054722335,1311.0
TMP,-0.005500051,1312.0
ALSN,-0.005525026,1313.0
EWBC,-0.005801874,1320.5
ALRS,-0.005801874,1320.5
CCNE,-0.005801874,1320.5
IMKTA,-0.005801874,1320.5
STBA,-0.005801874,1320.5
SMBK,-0.005801874,1320.5
FMBH,-0.005801874,1320.5
TDS,-0.005801874,1320.5
NBBK,-0.005801874,1320.5
PFS,-0.005801874,1320.5
HTO,-0.005801874,1320.5
FDP,-0.005801874,1320.5
RNR,-0.005801874,1320.5
BUSE,-0.005801874,1320.5
NVGS,-0.005893198,1328.0
APG,-0.0059034787,1329.0
IHG,-0.00604157,1330.0
SBSI,-0.0060567544,1331.0
GRDN,-0.0062431106,1332.0
TCBI,-0.006345246,1333.0
WASH,-0.006454403,1340.0
ACIC,-0.006454403,1340.0
IBCP,-0.006454403,1340.0
PHG,-0.006454403,1340.0
PEBO,-0.006454403,1340.0
FHB,-0.006454403,1340.0
ONB,-0.006454403,1340.0
FCF,-0.006454403,1340.0
FAF,-0.006454403,1340.0
OBK,-0.006454403,1340.0
WSBC,-0.006454403,1340.0
PDP,-0.006454403,1340.0
MBWM,-0.006454403,1340.0
ING,-0.0064722463,1347.0
ATMU,-0.006552174,1348.5
MOG.A,-0.006552174,1348.5
ALV,-0.0065619648,1350.0
REX,-0.0066696242,1351.0
PLYM,-0.006721728,1352.5
MLI,-0.006721728,1352.5
WSR,-0.0067380853,1354.0
BKH,-0.0068942397,1355.0
DB,-0.0070342403,1356.0
ASA,-0.0070935525,1357.0
ABCB,-0.007196515,1358.0
ESE,-0.0072652427,1359.0
IOSP,-0.0073664105,1360.0
NNI,-0.0073770666,1361.0
IRMD,-0.007389174,1362.0
ABVX,-0.0074244775,1363.0
FLOC,-0.007551097,1364.0
QCRH,-0.0075941626,1368.5
TCBK,-0.0075941626,1368.5
CNOB,-0.0075941626,1368.5
INDB,-0.0075941626,1368.5
BY,-0.0075941626,1368.5
COLB,-0.0075941626,1368.5
RBB,-0.0075941626,1368.5
BSRR,-0.0075941626,1368.5
PSCT,-0.0076838075,1373.0
LECO,-0.0080445055,1374.0
PAX,-0.008144296,1375.0
CCU,-0.00826533,1376.0
BLX,-0.008354254,1377.0
FBNC,-0.008359063,1378.0
MITT,-0.008439161,1379.0
CCBG,-0.008660886,1380.0
BCO,-0.008802785,1381.0
RBC,-0.008928581,1382.0
EWZS,-0.00908624,1383.0
ERIC,-0.009173973,1384.0
BOKF,-0.0092364,1385.0
CWEN.A,-0.009282657,1386.0
MGA,-0.009296856,1387.0
GLPG,-0.009411409,1388.0
LYG,-0.0098744845,1389.0
WF,-0.010371166,1390.0
CLLS,-0.010438748,1391.0
GOLF,-0.010453175,1393.5
HTH,-0.010453175,1393.5
CWBC,-0.010453175,1393.5
SIXG,-0.010453175,1393.5
CHRS,-0.0105298525,1396.0
BSAC,-0.010542608,1397.0
CRNT,-0.010618184,1398.0
MMS,-0.010875591,1399.5
MSGS,-0.010875591,1399.5
HRTG,-0.010967255,1401.0
KOF,-0.011059762,1402.0
CLMT,-0.011124344,1403.0
PRCH,-0.011336215,1404.0
ARGX,-0.011635683,1405.0
NMM,-0.011640492,1406.0
JOUT,-0.011696503,1407.0
ATAI,-0.011730057,1408.0
HQH,-0.012095413,1410.0
HAFC,-0.012095413,1410.0
GHC,-0.012095413,1410.0
SHG,-0.01211484,1412.0
MASS,-0.012262514,1413.0
CYD,-0.012380828,1414.0
ACNB,-0.012487517,1415.0
MGIC,-0.012519846,1416.0
BWB,-0.012810091,1417.0
BFC,-0.012834148,1418.0
AER,-0.012979922,1419.0
NWG,-0.012984474,1420.0
APPS,-0.013114677,1421.0
KNSA,-0.013187969,1422.5
OR,-0.013187969,1422.5
DMRC,-0.013544559,1424.0
KRO,-0.013608305,1425.0
BCH,-0.013652596,1426.0
CFFN,-0.013805217,1427.0
LE,-0.013905766,1428.0
NPWR,-0.01391792,1429.0
ALNT,-0.014159039,1432.0
CECO,-0.014159039,1432.0
BELFB,-0.014159039,1432.0
PTGX,-0.014159039,1432.0
IONS,-0.014159039,1432.0
MYE,-0.014623665,1436.0
MEDP,-0.014623665,1436.0
ORA,-0.014623665,1436.0
IFS,-0.014728147,1438.0
BMEA,-0.014774398,1439.0
RIO,-0.014797877,1440.0
CCRN,-0.015120042,1441.0
CWCO,-0.015145629,1442.0
AMPX,-0.015524173,1443.0
MT,-0.015531904,1444.0
WTS,-0.015597505,1445.0
OPRX,-0.015920889,1446.0
JBIO,-0.015930444,1447.5
BAER,-0.015930444,1447.5
LTM,-0.016033558,1449.0
ABEV,-0.01626867,1450.5
PAC,-0.01626867,1450.5
FTI,-0.016733972,1452.0
ORKA,-0.01673742,1453.5
ANAB,-0.01673742,1453.5
ERO,-0.016764542,1455.0
TX,-0.016784819,1456.5
AORT,-0.016784819,1456.5
BHP,-0.017239738,1459.0
CBL,-0.017239738,1459.0
GRC,-0.017239738,1459.0
MFG,-0.017729102,1461.0
PAYS,-0.01820328,1462.0
FC,-0.018215599,1463.0
ENIC,-0.018878935,1465.0
CMA,-0.018878935,1465.0
DCI,-0.018878935,1465.0
CMCO,-0.021038212,1467.0
BBVA,-0.02107707,1468.0
ICHR,-0.023104833,1469.0
ULH,-0.02313733,1470.0
CIB,-0.02321599,1471.0
FNKO,-0.023273546,1472.0
GRPN,-0.02365395,1473.0
STOK,-0.023752484,1474.0
SA,-0.024245186,1475.0
EYE,-0.026371552,1476.0
ALGS,-0.027721506,1477.0
ENTA,-0.031325407,1478.0
AESI,-0.035920907,1479.0
AVDL,-0.037058834,1480.0
KLC,-0.038834903,1481.0
IBTA,-0.0396351,1482.0
FSM,-0.041446373,1484.0
BVN,-0.041446373,1484.0
EGO,-0.041446373,1484.0
DHC,-0.04552271,1486.0
FORR,-0.048665613,1487.0
BKD,-0.049759515,1488.0
CGAU,-0.05238132,1489.0
ELPC,-0.055714063,1490.0
LYEL,-0.06684964,1491.0
MBX,-0.067521,1492.0
BIOA,-0.06796157,1493.0
OMER,-0.08372833,1494.0
ALMS,-0.08784785,1495.0
EB,-0.107697845,1496.0
PRLD,-0.11383182,1497.0
CRVS,-0.13033427,1498.0
